,Folder,,,File,,Species 1,Species 2+,Note
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,937D6873-265F-4A73-9F7D-671EE752FFB4_87.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,944DC734-B4BA-4FE5-BC35-0409A36DEB33_117.flac,,Tui/bellbird,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,94985E0D-5FFB-4E00-AA87-F620BD1456BB_27.flac,,silvereye,"Unknown high-pitched call, ?tui/bellbird",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,94B0D06A-A79A-42E8-0B10-6215564F23AC_47.flac,,Unknown high-pitched call,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,94C3275F-9D31-4300-B23C-28F71EDACFD0_297.flac,,Tui/bellbird,Song thrush,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,952415A4-BB30-46CF-82DD-7C3ED5B703A9_27.flac,,,,"Poor quality, rain"
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,95811D9A-C3D6-46F4-933A-09AECE446CB1_207.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,95C44259-4431-49BB-8A38-48EA7FDFF617_297.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,95D350C6-FCB0-4787-BEAF-FD63285A4AAF_10.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,963DCBF1-5F7D-49D8-9AC7-46C4685B61DF_87.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,96A62A87-E586-4E2E-0B74-863DFFC74825_256.flac,,Tui/bellbird,Grey warbler ,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,96B21D72-DFE0-4829-A964-DA6956B795E9_57.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,96D50825-5BF0-4996-864D-00498AA0BFE5_237.flac,,Unknown high-pitched call,blackbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,9734D53D-302E-4921-8B1C-0E084A57B224_61.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,97651BAF-FF60-4A56-AC70-4BC233126FB4_26.flac,,Grey warbler,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,97651BAF-FF60-4A56-AC70-4BC233126FB4_57.flac,,silvereye,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,977BB570-769A-4A04-BAC6-A19E746C8FAD_279.flac,,silvereye,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,97821432-9EB6-420F-BCFB-DEE7A1B2CA78_97.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,9784A42A-59E5-4D2C-B0F8-4236CA71BEBD_297.flac,,Tomtit,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,97ACC40F-4559-4953-9B5A-4B3F3CEA9C17_50.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,97E2085B-D249-4A33-B269-08BFD7696DA0_12.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,98792288-C548-40A1-AD2C-AABCDF26BF97_147.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,98819377-A234-4FE9-8EDC-03CEBF1F91F2_242.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,98A0B8D6-12AD-411F-ADC9-D0686FF653E9_108.flac,,Kaka,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,9955EC8D-EF14-450B-809A-0581447033DE_294.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,9982D879-DC8E-4CB1-B7F2-DC5BCB3FAB4A_242.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,99A66405-2BC3-42E0-AA2E-00ADEF7F51FE_59.flac,,Cicada,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,9A3C84D3-9824-46E4-9115-497A6C806DAA_27.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,9A88ED3A-DBA4-4F6A-A157-6A6D8CD353E4_238.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,9ADC4CD7-5E5B-45ED-AE71-E9E9C8215BFE_20.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,9ADC4CD7-5E5B-45ED-AE71-E9E9C8215BFE_207.flac,,Tui/bellbird,?,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,maslap1,9C6C90C8-B792-4178-9E99-A067858E2EA5_0.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,9C9FE138-C94A-437E-AE6B-A56071864BB0_256.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,9CBA3D24-32DA-447D-B5CD-EA4212A75E30_160.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,9D9B4F1B-52A5-4300-9E41-F5C8487C6EA5_0.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,comcha,9DC2F578-7425-43EE-BA24-8DF69C46AC1E_6.flac,,Chaffinch,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,9DDE2DFC-163D-4616-BE88-B7CDFBA5A3EB_57.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,9DEB778F-C86D-43B7-B185-7F27648AFCA1_165.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,9EC8CE85-AA71-4B16-A127-9DBEC0E7D044_4.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,9FD6CE67-4D41-40EB-A14A-088D23AE7DE9_27.flac,,Fantail,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parshe1,9FE3E5F2-30F4-459D-8968-9FCA7EE72E4C_92.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,A059A7B5-23E9-45EB-B1B5-0667E0667656_57.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,A08A3067-8401-4F67-0A09-F071ECBCE968_187.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,A1900551-F286-4495-A2E1-09E8C67EBE90_17.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,A1E25963-C27A-4A3D-AA7F-698CD3D0ADD7_87.flac,,Kaka,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,A2CCAF3B-5300-4792-9BF5-0210A06EAC6A_267.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,A4537AAD-BFEA-4A49-90FD-CA166D91635D_5.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,A55BEC5D-337F-485A-91E7-15D38A30ADC7_29.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,A6455FB5-8D87-4BBF-A070-7F6E573A19DB_27.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,A6DB328B-8DB8-47FC-8E78-EBC8620C5099_183.flac,,Tui/bellbird,Fantail,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,A74A4E7F-F666-4F0A-B607-12DBA90AC211_198.flac,,silvereye,blackbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,A800EB8D-B5C7-44FC-B537-9E295027412E_177.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,A9050F3C-EDE0-4C2D-B555-9BB8FD70E8D8_87.flac,,silvereye,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,A9A3FE36-0A8B-4276-8D5D-C211549B781E_146.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,AA139_BIRD_141107_214430_000.flac,,Kaka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AB138_BIRM_191103_012820_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,AB143_BIRD_140111_085925_022.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,AC160_BIRP_131206_121325_014.flac,,Tomtit,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,ACAB60C3-A504-4715-883F-12E4F2C6EFE7_297.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,ACF0E3C5-9255-4128-A2D4-E14D2B650F1C_237.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,AD136_BIRA_131128_085925_033.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,AD136_BIRM_181213_232857_001.flac,,Morepork,long-tailed cuckoo,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,AD137P_BIRP_140110_042725_000.flac,,Long-tailed cuckoo,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,ADA156F0-07A9-41E0-8BC8-687536E56D37_27.flac,,Fantail,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,AE142_BIRP_120322_085925_057.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,yefpar3,AE142_BIRX_120321_102857_000.flac,,Tui/bellbird,Fantail,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,AEA71913-E62A-4A06-AC37-F08616FCB275_2.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,AF134_BIRA_131128_094411_027.flac,,silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,AF134_BIRX_131128_072952_042.flac,,silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,AF134_BIRX_131128_085924_012.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AF166_BIRP_151014_041230_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,shbcuc1,AF174_BIRD_131204_085925_007.flac,,blackbird,"Grey warbler, shining cuckoo",
DOC_001_Tier1,DOC_001_Tier1,train_audio,pipipi1,AF174_BIRD_131204_085925_010.flac,,blackbird,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,shbcuc1,AF174_BIRP_131204_085925_004.flac,,Shining Cuckoo,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,AF174_BIRP_131204_085925_012.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,AF34EFFB-6132-44D3-804F-84DF9AACDDEB_70.flac,,blackbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,AF621E77-5EF8-4E8F-BCE5-3474FC47A818_117.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,AF98A29F-AEAC-4ECA-BD6A-981118999F66_8.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AG136_BIRA_20200109_223005_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AH134_BIRD_150113_222916_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AH134_BIRD_150114_022802_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,AH140_BIRM_140110_075943_031.flac,,Unknown high-pitched call,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,cangoo,AH160_BIRA_151124_211439_000.flac,,Canada goose,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,AI137_BIRA_120203_092916_024.flac,,Unknown high-pitched call,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,AI137_BIRP_120203_085925_062.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,AI137_BIRX_120204_085925_040.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,AI172_BIRM_131114_111343_041.flac,,blackbird,Tomtit,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,AI172_BIRM_131114_111343_070.flac,,??,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,kea1,AJ135_BIRM_150123_212934_000.flac,,Kea,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,AK132_BIRX_151118_015811_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,skylar,AL141_BIRA_140115_114454_002.flac,,Skylark,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,AL141_BIRD_140115_095907_041.flac,,,,Very short
DOC_001_Tier1,DOC_001_Tier1,train_audio,skylar,AL141_BIRM_140115_085925_008.flac,,Skylark,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AN127_BIRP_171207_211438_000.flac,,song thrush,"Morepork, tui/bellbird",
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,AN128_BIRD_110928_085857_017.flac,,blackbird,Silvereye,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AN128_BIRM_151006_222915_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,AN128_BIRX_110928_084402_023.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AN129_BIRA_151016_001343_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AO127_BIRX_140930_205943_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AP131_BIRP_160203_001343_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AS125_BIRD_120327_052707_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,AS125_BIRD_120328_084429_003.flac,,,,Very short
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AS125_BIRD_20210115_001507_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,AS125_BIRM_120328_085925_039.flac,,silvereye,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AS125_BIRM_20210115_001504_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,kea1,AS134_BIRP_20210221_054513_000.flac,,Kea,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,AT124A_BIRA_131114_115830_031.flac,,Grey warbler,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,AT124M_BIRM_131114_085925_040.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,AV122_BIRX_140930_215925_000.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AW120_BIRA_20191020_031504_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,AX119_BIRA_20211021_001507_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,AX122_BIRD_170927_225906_000.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,AX137_BIRX_131109_114334_032.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comred,AZ111_BIRP_140111_124315_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,AZ111_BIRX_140111_082933_006.flac,,silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,AZ118_BIRM_131002_101402_046.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,AZ124_BIRA_120120_085925_012.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,B0011B04-4EA0-44A6-08F0-04BC33574A5D_57.flac,,,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,B053881F-6879-4ED9-9CB8-736FEFD67650_11.flac,,silvereye,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,B0649F79-C45D-4E1C-8F5B-ADC745D8B36A_27.flac,,Kaka,"Unknown high-pitched call, tui/bellbird",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,B0649F79-C45D-4E1C-8F5B-ADC745D8B36A_297.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,B08975A1-BB7A-42C6-090B-B14B83DE9A4C_10.flac,,silvereye,?,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,B0C6FD03-24E4-4335-ACC4-024A92856B13_10.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,B0D9B14A-0511-4C2F-9A84-4C26F6E0FDB3_0.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,B364F431-E78E-4193-B0A3-E07CC7D17FEB_6.flac,,Fantail,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,comcha,B45E8700-69FA-40EB-A779-77FA1D4BF678_2.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,B49F6F32-8318-4A1C-8422-0E1D214DBBCF_237.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,B52B52D7-0644-40C0-AB7F-6A677C344FE9_113.flac,,Fantail,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,B57A57A9-68D0-4340-B8C4-5E86C771DACB_27.flac,,Unknown high-pitched call,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,B681DB9C-077C-4A20-AEBF-5D7B2725144E_0.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,B92990C9-D817-4A91-B799-16AD4E6E7C45_80.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BA118_BIRD_131030_085925_014.flac,,Rifleman,"Grey warbler, ?",
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BA118_BIRD_181004_045717_001.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,pipipi1,BA118_BIRM_131030_102857_008.flac,,Grey warbler,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,BA122_BIRA_151110_034239_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BA122_BIRD_120314_085925_020.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BA122_BIRD_120315_085925_025.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,BA122_BIRD_151109_214430_000.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BA122_BIRM_120314_045716_000.flac,,kaka,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,BA137ED2-186D-4798-A238-0D4FAB9858F3_237.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,BAE1D192-6B05-4FD4-B0D6-62ABF05104BD_285.flac,,Grey warbler,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BB109_BIRX_131220_091420_023.flac,,silvereye,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BB111_BIRM_131114_085925_051.flac,,Tomtit,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BB111_BIRM_131114_085925_056.flac,,Tomtit,Tui/bellbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BB111_BIRP_131114_082934_040.flac,,silvereye,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,BB112_BIRM_120228_085925_017.flac,,Rifleman,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BB116P_BIRP_131010_025753_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BC109_BIRM_120209_035734_001.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,BC110_BIRD_111007_085857_024.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BC110_BIRP_111007_084402_027.flac,,Robin,"Unknown high-pitched call, silvereye",
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BC110_BIRP_111007_084402_034.flac,,Tomtit,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,BC110_BIRX_111007_084402_024.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,BC116_BIRP_131111_085925_009.flac,,Shining Cuckoo,"chaffinch, unknown high-pitch call",
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BC118_BIRM_161029_231402_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BC119_BIRP_151101_042725_001.flac,,Kaka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,BC119_BIRP_20201219_021507_001.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BC121_BIRA_181016_045716_000.flac,,Kaka,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,BC2F3527-6B03-47A1-95D3-D4C492B2F1C4_267.flac,,Tui/bellbird,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,BC64C67B-D0C2-44F6-A2D6-3A8FA1E1BAB7_177.flac,,silvereye,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,BCEBDCC9-A678-47A4-A192-CFF62E8FEA4E_25.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BD108_BIRD_20220127_010005_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,grskiw1,BD108_BIRP_170131_035735_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,BD109_BIRD_131219_085925_019.flac,,,,"Poor quality, rain"
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BD116_BIRM_131111_112839_005.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BD116_BIRP_131110_233044_003.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BD117_BIRP_131107_075943_038.flac,,Tomtit,chaffinch,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,BD118_BIRM_120310_075943_022.flac,,,,"Poor quality, rain"
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,BD118_BIRM_120310_075943_056.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,BD118_BIRX_120309_082934_012.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BD123_BIRA_200113_231402_000.flac,,Tree Frog,morepork,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,BD2159E9-3AAF-4B0C-B39F-72702373B292_42.flac,,Fantail,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,BD604833-B4D3-42FE-836B-039E29E1FA92_16.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,BD80E904-BCD7-4C57-8F1D-A5697EAF87BB_267.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,BD80E904-BCD7-4C57-8F1D-A5697EAF87BB_27.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,grskiw1,BE106_BIRA_141213_221420_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,grskiw1,BE106_BIRD_141214_031500_000.flac,,kiwi,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BE107_BIRM_141213_221420_000.flac,,Tree Frog,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,grskiw1,BE107_BIRM_20191124_034507_001.flac,,Tree Frog,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,BE108_BIRM_141101_211438_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob2,BE109D_BIRD_131107_085925_027.flac,,Robin,blackbird,
DOC_001_Tier1,DOC_001_Tier1,train_audio,pipipi1,BE124_BIRA_140212_084523_006.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,BE70DF6E-5361-4553-B655-885A71C6629F_27.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,BE868961-1465-41DD-A3BE-A3B69D536A55_177.flac,,Tui/bellbird,Brown creeper,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,BF103_BIRP_181210_015813_000.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,BF103_BIRX_131216_021307_000.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BF108_BIRD_141013_200001_008.flac,,Fantail,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,BF116_BIRA_181101_232857_000.flac,,Kaka,,
